"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Diseases of the digestive system"	"520-577"	477	1711000	27.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Diseases of the genitourinary system"	"580-629"	77	1711000	4.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Diseases of the skin and subcutaneous tissue"	"680-709"	4	1711000	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	12	1711000	0.7 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Congenital anomalies"	"740-759"	35	1711000	2.0
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Symptoms and ill-defined conditions"	"780-796"	236	1711000	13.8
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4527	1711000	264.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Infective and parasitic diseases"	"000-136"	105	1794000	5.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Neoplasms"	"140-239"	260	1794000	14.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	92	1794000	5.1
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the blood and blood-forming organs"	"280-289"	45	1794000	2.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Mental disorders"	"290-315"	195	1794000	10.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the nervous system and sense organs"	"320-389"	136	1794000	7.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the circulatory system"	"390-458"	744	1794000	41.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the respiratory system"	"460-519"	226	1794000	12.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the digestive system"	"520-577"	440	1794000	24.5
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the genitourinary system"	"580-629"	75	1794000	4.2
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the skin and subcutaneous tissue"	"680-709"	3	1794000	0.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	9	1794000	0.5 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Congenital anomalies"	"740-759"	34	1794000	1.9
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Symptoms and ill-defined conditions"	"780-796"	234	1794000	13.0
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4444	1794000	247.7
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Infective and parasitic diseases"	"000-136"	4	161000	2.5 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Neoplasms"	"140-239"	20	161000	12.4
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	6	161000	3.7 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the blood and blood-forming organs"	"280-289"	3	161000	1.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Mental disorders"	"290-315"	8	161000	5.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the nervous system and sense organs"	"320-389"	5	161000	3.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the circulatory system"	"390-458"	26	161000	16.1
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the respiratory system"	"460-519"	16	161000	9.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the digestive system"	"520-577"	26	161000	16.1
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the genitourinary system"	"580-629"	5	161000	3.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the skin and subcutaneous tissue"	"680-709"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Congenital anomalies"	"740-759"	1	161000	0.6 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Symptoms and ill-defined conditions"	"780-796"	5	161000	3.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	285	161000	177.0
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Infective and parasitic diseases"	"000-136"	5	176000	2.8 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Neoplasms"	"140-239"	20	176000	11.4
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	5	176000	2.8 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the blood and blood-forming organs"	"280-289"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Mental disorders"	"290-315"	13	176000	7.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the nervous system and sense organs"	"320-389"	6	176000	3.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the circulatory system"	"390-458"	46	176000	26.1
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the respiratory system"	"460-519"	13	176000	7.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the digestive system"	"520-577"	35	176000	19.9
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the genitourinary system"	"580-629"	8	176000	4.5 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the skin and subcutaneous tissue"	"680-709"	1	176000	0.6 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Congenital anomalies"	"740-759"	3	176000	1.7 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Symptoms and ill-defined conditions"	"780-796"	11	176000	6.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	343	176000	194.9
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Infective and parasitic diseases"	"000-136"	7	216866	3.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Neoplasms"	"140-239"	15	216866	6.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	4	216866	1.8 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the blood and blood-forming organs"	"280-289"	1	216866	0.5 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Mental disorders"	"290-315"	7	216866	3.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the nervous system and sense organs"	"320-389"	4	216866	1.8 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the circulatory system"	"390-458"	28	216866	12.9
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the respiratory system"	"460-519"	16	216866	7.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the digestive system"	"520-577"	30	216866	13.8
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the genitourinary system"	"580-629"	11	216866	5.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the skin and subcutaneous tissue"	"680-709"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Congenital anomalies"	"740-759"	2	216866	0.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Symptoms and ill-defined conditions"	"780-796"	8	216866	3.7 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	281	216866	129.6
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Infective and parasitic diseases"	"000-136"	7	205000	3.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Neoplasms"	"140-239"	29	205000	14.1
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	6	205000	2.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the blood and blood-forming organs"	"280-289"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Mental disorders"	"290-315"	22	205000	10.7
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the nervous system and sense organs"	"320-389"	4	205000	2.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the circulatory system"	"390-458"	27	205000	13.2
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the respiratory system"	"460-519"	17	205000	8.3 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the digestive system"	"520-577"	32	205000	15.6
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the genitourinary system"	"580-629"	5	205000	2.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the skin and subcutaneous tissue"	"680-709"	1	205000	0.5 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	1	205000	0.5 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Congenital anomalies"	"740-759"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Symptoms and ill-defined conditions"	"780-796"	8	205000	3.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	289	205000	141.0
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Infective and parasitic diseases"	"000-136"	8	226000	3.5 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Neoplasms"	"140-239"	30	226000	13.3
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	2	226000	0.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the blood and blood-forming organs"	"280-289"	2	226000	0.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Mental disorders"	"290-315"	14	226000	6.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the nervous system and sense organs"	"320-389"	10	226000	4.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the circulatory system"	"390-458"	36	226000	15.9
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the respiratory system"	"460-519"	14	226000	6.2 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the digestive system"	"520-577"	34	226000	15.0
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the genitourinary system"	"580-629"	4	226000	1.8 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the skin and subcutaneous tissue"	"680-709"	2	226000	0.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	2	226000	0.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Congenital anomalies"	"740-759"	4	226000	1.8 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Symptoms and ill-defined conditions"	"780-796"	20	226000	8.8
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	410	226000	181.4
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Infective and parasitic diseases"	"000-136"	10	245000	4.1 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Neoplasms"	"140-239"	25	245000	10.2
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	6	245000	2.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the blood and blood-forming organs"	"280-289"	1	245000	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Mental disorders"	"290-315"	17	245000	6.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the nervous system and sense organs"	"320-389"	6	245000	2.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the circulatory system"	"390-458"	39	245000	15.9
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the respiratory system"	"460-519"	12	245000	4.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the digestive system"	"520-577"	58	245000	23.7
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the genitourinary system"	"580-629"	2	245000	0.8 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the skin and subcutaneous tissue"	"680-709"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	1	245000	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Congenital anomalies"	"740-759"	1	245000	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Symptoms and ill-defined conditions"	"780-796"	9	245000	3.7 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	432	245000	176.3
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	"Infective and parasitic diseases"	"000-136"	5	266000	1.9 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	"Neoplasms"	"140-239"	23	266000	8.6
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	6	266000	2.3 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	"Diseases of the blood and blood-forming organs"	"280-289"	1	266000	0.4 (Unreliable)
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	"Mental disorders"	"290-315"	28	266000	10.5
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	"Diseases of the nervous system and sense organs"	"320-389"	6	266000	2.3 (Unreliable)
